time,sum_value,count_value,volatility
2023-02-14,0.4657855764662979,766,0.024659180138431318
2023-02-15,0.8232297543068211,752,0.03308655947603495
2023-02-16,0.9703893206397369,790,0.0350476948200905
2023-02-17,0.2707232685796075,774,0.018702183424176285
2023-02-21,0.026527221072558834,790,0.005794718358241434
2023-02-22,0.022988911902131887,799,0.005363963554026632
2023-02-23,0.025501763854517003,735,0.005890354603339629
2023-02-24,0.24526010022234035,723,0.01841807775355553
2023-02-27,0.06815976482731742,682,0.009997049772089098
2023-02-28,0.09121013977971103,758,0.010969503166022666
2023-03-01,0.35930468590060477,780,0.021462689328364783
2023-03-02,0.7358681011879966,757,0.031178272529493633
2023-03-03,0.080752073023378,803,0.010028109497997772
2023-03-06,0.8577310241145325,851,0.031747591192885276
2023-03-07,0.37061981674544886,717,0.02273551209243435
2023-03-08,0.3453428266385506,752,0.021429710269439368
2023-03-09,0.3615208493118719,759,0.021824574553226547
2023-03-10,0.0341240873673919,779,0.006618533840817279
2023-03-13,0.12783117613028241,853,0.012241760447875467
2023-03-14,0.2718491265570635,778,0.018692791957143212
2023-03-15,0.22591173744530085,803,0.016773033917753317
2023-03-16,0.9640531944801951,784,0.03506650377264582
2023-03-17,1.1791705615749768,753,0.039572257468945944
2023-03-20,1.6695609195348085,800,0.0456831604578592
2023-03-21,2.5545493070141463,781,0.05719151852601334
2023-03-22,3.3177108457904523,795,0.06460047360254818
2023-03-23,3.5315997435948083,791,0.06681861917166956
2023-03-24,3.2255927877017707,794,0.06373742566463501
2023-03-27,3.0135788385361226,743,0.06368642517625704
2023-03-28,1.8014217618256025,692,0.05102166832313801
2023-03-29,3.405913393913341,731,0.06825871555234145
2023-03-30,4.7515070354374425,731,0.08062263717096722
2023-03-31,5.897828321933422,707,0.09133481562840488
2023-04-03,7.205052060349244,727,0.09955231329123308
2023-04-04,7.8699237818314165,695,0.10641255255262241
2023-04-05,6.218950025460706,716,0.09319701922862955
2023-04-06,6.164613916793349,718,0.0926596635790722
2023-04-10,4.710446276591715,722,0.08077229610450644
2023-04-11,4.278020314009091,712,0.0775142277082329
2023-04-12,3.823833031235093,686,0.07465989973622109
2023-04-13,6.226417883700836,737,0.09191478771344788
2023-04-14,6.935013774950771,707,0.09904075836477255
2023-04-17,6.952880803660032,699,0.09973413014019433
2023-04-18,8.390682401745392,726,0.10750541277772392
2023-04-19,9.122277282540407,733,0.11155772450643552
2023-04-20,9.261285488515977,768,0.10981332104912642
2023-04-21,7.015981251290064,710,0.09940655780285
2023-04-24,6.69960818633611,686,0.0988240491553147
2023-04-25,7.462591122101959,786,0.09743916430567195
2023-04-26,6.999730849757911,800,0.09353963631636264
2023-04-27,9.527822546958246,782,0.11038077867300138
2023-04-28,11.09195921162535,750,0.12161117937440537
2023-05-01,11.678616432437163,725,0.12691901535441416
2023-05-02,10.89507569429834,721,0.12292705963016477
2023-05-03,11.714497941162076,814,0.11996364079166955
2023-05-04,10.472173480739775,886,0.1087180247003235
2023-05-05,18.211533607949452,880,0.14385730622560683
2023-05-08,16.073583511413815,721,0.14930994075062107
